aptNm,umdNm,price,area_m2,floor,cdealType,__lawd_cd__,__deal_ym__,date
주공,원천동,21000,41.3,11,,41117,201912,2019-12-18
오드카운티,이의동,99500,121.9758,32,,41117,201912,2019-12-23
광교호반베르디움,원천동,61000,59.9306,9,,41117,201912,2019-12-20
광교역참누리포레스트,이의동,50900,59.6129,3,,41117,201912,2019-12-13
광교호반베르디움,원천동,62000,59.9306,21,,41117,201912,2019-12-21
오드카운티,이의동,98000,121.9758,24,,41117,201912,2019-12-14
오드카운티,이의동,99700,123.4079,18,,41117,201912,2019-12-11
주공,원천동,16800,32.39,8,,41117,201912,2019-12-09
광교역참누리포레스트,이의동,50700,59.6129,2,,41117,201912,2019-12-21
광교호수마을호반써밋,하동,76900,84.94,17,,41117,201912,2019-12-10
자연앤힐스테이트,이의동,122500,84.74,17,,41117,201912,2019-12-09
삼성1,원천동,15000,49.14,9,,41117,201912,2019-12-26
자연앤자이2단지,이의동,130000,125.19,28,,41117,201912,2019-12-13
원천레이크파크,원천동,30200,84.79,1,,41117,201912,2019-12-20
원천레이크파크,원천동,26500,59.99,16,,41117,201912,2019-12-01
원천레이크파크,원천동,19500,49.95,2,,41117,201912,2019-12-17
원천레이크파크,원천동,26500,59.99,12,,41117,201912,2019-12-25
원천레이크파크,원천동,20300,49.95,11,,41117,201912,2019-12-21
래미안광교,이의동,105000,136.63,3,,41117,201912,2019-12-07
원천레이크파크,원천동,24800,59.8,5,,41117,201912,2019-12-13
원천레이크파크,원천동,23800,59.8,4,,41117,201912,2019-12-14
광교역참누리포레스트,이의동,51000,59.6129,7,,41117,201912,2019-12-22
광교호반베르디움,이의동,74800,117.643,13,,41117,201912,2019-12-03
래미안광교,이의동,96900,97.4,8,,41117,201912,2019-12-03
원천레이크파크,원천동,24300,59.94,15,,41117,201912,2019-12-24
원천레이크파크,원천동,34150,84.79,11,,41117,201912,2019-12-19
원천레이크파크,원천동,34000,84.79,6,,41117,201912,2019-12-21
원천레이크파크,원천동,25400,59.99,7,,41117,201912,2019-12-14
원천레이크파크,원천동,25400,59.99,9,,41117,201912,2019-12-24
자연앤힐스테이트,이의동,124000,84.53,24,,41117,201912,2019-12-21
삼성1,원천동,13700,49.14,7,,41117,201912,2019-12-23
광교호반베르디움,이의동,68000,84.265,13,,41117,201912,2019-12-11
SummitPlace광교,이의동,130000,116.533,28,,41117,201912,2019-12-08
광교호수마을호반써밋,하동,85000,111.08,14,,41117,201912,2019-12-23
광교2차e편한세상,이의동,72000,84.6861,14,,41117,201912,2019-12-11
자연앤힐스테이트,이의동,114500,84.5,22,,41117,201912,2019-12-10
광교호수마을호반써밋,하동,85000,111.08,3,,41117,201912,2019-12-02
광교e편한세상,이의동,108000,100.1248,3,,41117,201912,2019-12-14
광교호반베르디움,이의동,70000,84.346,8,,41117,201912,2019-12-14
자연앤힐스테이트,이의동,125000,84.39,10,,41117,201912,2019-12-21
광교한양수자인,이의동,66200,84.1638,5,,41117,201912,2019-12-14
광교호수마을호반써밋,하동,74500,84.94,11,,41117,201912,2019-12-07
광교호반베르디움트라엘,이의동,77500,84.995,6,,41117,201912,2019-12-04
주공,원천동,20500,41.3,5,,41117,201912,2019-12-13
자연앤자이2단지,이의동,138000,125.41,19,,41117,201912,2019-12-14
광교호반베르디움,이의동,78000,117.643,7,,41117,201912,2019-12-16
광교역참누리포레스트,이의동,51800,59.5477,7,,41117,201912,2019-12-06
오드카운티,이의동,98000,123.4079,8,,41117,201912,2019-12-11
원천레이크파크,원천동,24700,59.8,5,,41117,201912,2019-12-14
광교e편한세상,이의동,125000,101.9421,9,,41117,201912,2019-12-18
광교e편한세상,이의동,120000,101.9421,30,,41117,201912,2019-12-02
광교LAKEPARK한양수자인,하동,66000,84.8442,24,,41117,201912,2019-12-07
자연앤힐스테이트,이의동,119000,84.49,16,,41117,201912,2019-12-01
광교대광로제비앙,이의동,49200,84.5282,4,,41117,201912,2019-12-18
원천레이크파크,원천동,25300,59.99,3,,41117,201912,2019-12-17
광교호반베르디움,이의동,71300,84.265,9,,41117,201912,2019-12-13
래미안광교,이의동,98200,97.77,16,,41117,201912,2019-12-10
원천레이크파크,원천동,22500,59.94,14,,41117,201912,2019-12-02
주공,원천동,26500,49.94,1,,41117,201912,2019-12-14
광교대광로제비앙,이의동,45000,84.6489,2,,41117,201912,2019-12-18
자연앤힐스테이트,이의동,125000,84.74,26,,41117,201912,2019-12-07
광교호반베르디움,원천동,91000,84.942,27,,41117,201912,2019-12-02
광교호반베르디움트라엘,이의동,85000,100.513,1,,41117,201912,2019-12-13
광교호반베르디움,원천동,64000,59.9718,31,,41117,201912,2019-12-14
주공,원천동,20700,41.3,5,,41117,201912,2019-12-09
자연앤힐스테이트,이의동,120000,84.46,19,,41117,201912,2019-12-14
주공,원천동,18000,41.3,4,,41117,201912,2019-12-11
광교e편한세상,이의동,128000,120.0331,31,,41117,201912,2019-12-14
광교e편한세상,이의동,125000,120.7597,25,,41117,201912,2019-12-12
자연앤자이2단지,이의동,125000,125.19,9,,41117,201912,2019-12-13
주공,원천동,25300,49.94,3,,41117,201912,2019-12-06
SummitPlace광교,이의동,119000,107.418,19,,41117,201912,2019-12-14
주공,원천동,25000,49.94,10,,41117,201912,2019-12-01
주공,원천동,34800,66.56,14,,41117,201912,2019-12-05
광교2차e편한세상,이의동,67000,84.6861,2,,41117,201912,2019-12-05
원천레이크파크,원천동,20000,49.95,3,,41117,201912,2019-12-10
광교역참누리포레스트,이의동,51800,59.5653,4,,41117,201912,2019-12-13
광교호반베르디움,이의동,68000,84.583,5,,41117,201912,2019-12-12
원천레이크파크,원천동,25400,59.8,5,,41117,201912,2019-12-06
SummitPlace광교,이의동,126000,116.345,17,,41117,201912,2019-12-10
광교호반베르디움트라엘,이의동,85500,100.513,10,,41117,201912,2019-12-04
원천레이크파크,원천동,34300,84.79,12,,41117,201912,2019-12-05
SummitPlace광교,이의동,130000,107.095,3,,41117,201912,2019-12-14
원천레이크파크,원천동,35300,84.79,13,,41117,201912,2019-12-09
원천레이크파크,원천동,24600,59.99,6,,41117,201912,2019-12-14
원천레이크파크,원천동,22650,59.8,3,,41117,201912,2019-12-03
원천레이크파크,원천동,25000,59.99,5,,41117,201912,2019-12-07
래미안광교,이의동,109500,136.63,8,,41117,201912,2019-12-12
원천레이크파크,원천동,37700,84.79,16,,41117,201912,2019-12-03
자연앤힐스테이트,이의동,108000,84.28,10,,41117,201912,2019-12-05
주공,원천동,21200,41.3,14,,41117,201912,2019-12-10
광교한양수자인,이의동,74000,84.1638,15,,41117,201912,2019-12-07
자연앤자이2단지,이의동,115000,101.26,17,,41117,201912,2019-12-07
광교호반베르디움,이의동,69000,84.346,12,,41117,201912,2019-12-08
원천레이크파크,원천동,24700,59.99,5,,41117,201912,2019-12-06
자연앤자이2단지,이의동,130000,125.21,4,,41117,201912,2019-12-01
광교호반베르디움,원천동,93000,84.942,7,,41117,201912,2019-12-05
광교푸르지오월드마크,이의동,89900,84.916,34,,41117,201912,2019-12-02
광교푸르지오월드마크,이의동,108000,106.471,20,,41117,201912,2019-12-07
자연앤힐스테이트,이의동,115500,84.49,20,,41117,201912,2019-12-08
광교2차e편한세상,이의동,67300,84.9175,15,,41117,201912,2019-12-07
광교2차e편한세상,이의동,66900,84.9175,6,,41117,201912,2019-12-07
광교호반베르디움,이의동,66000,84.265,8,,41117,201912,2019-12-06
자연앤힐스테이트,이의동,114000,84.55,35,,41117,201912,2019-12-02
광교2차e편한세상,이의동,69000,84.3163,7,,41117,201912,2019-12-07
SummitPlace광교,이의동,122500,116.533,22,,41117,201912,2019-12-05
자연앤자이3단지,이의동,117000,125.6,31,,41117,201912,2019-12-04
원천레이크파크,원천동,20000,49.95,7,,41117,201912,2019-12-07
광교푸르지오월드마크,이의동,94500,108.131,20,,41117,201912,2019-12-07
원천레이크파크,원천동,26000,59.99,15,,41117,201912,2019-12-03
래미안광교,이의동,104000,119.11,14,,41117,201912,2019-12-06
원천레이크파크,원천동,24500,59.99,10,,41117,201912,2019-12-04
원천레이크파크,원천동,23700,59.8,3,,41117,201912,2019-12-02
아주,원천동,27000,71.25,3,,41117,201912,2019-12-02
광교e편한세상,이의동,117000,101.1899,29,,41117,202001,2020-01-18
자연앤자이2단지,이의동,109900,101.26,2,,41117,202001,2020-01-03
광교호반베르디움,원천동,97000,84.942,14,,41117,202001,2020-01-21
주공,원천동,16000,32.39,3,,41117,202001,2020-01-21
원천신미주,원천동,15000,59.94,1,,41117,202001,2020-01-23
광교호수마을호반써밋,하동,90000,111.08,4,,41117,202001,2020-01-30
광교호수마을호반써밋,하동,93000,111.65,15,,41117,202001,2020-01-20
원천신미주,원천동,23000,84.89,5,,41117,202001,2020-01-31
광교호수마을호반써밋,하동,95000,111.08,28,,41117,202001,2020-01-22
광교 해모로 아파트,이의동,60000,84.8,1,,41117,202001,2020-01-23
광교역참누리포레스트,이의동,52000,59.5653,1,,41117,202001,2020-01-18
광교호수마을호반써밋,하동,83000,84.96,7,,41117,202001,2020-01-21
광교호수마을호반써밋,하동,75000,84.85,3,,41117,202001,2020-01-18
광교호수마을호반써밋,하동,85000,84.85,18,,41117,202001,2020-01-11
광교호수마을호반써밋,하동,73000,84.94,4,,41117,202001,2020-01-11
광교호수마을호반써밋,하동,82000,84.96,23,,41117,202001,2020-01-12
광교호수마을호반써밋,하동,92900,111.08,11,,41117,202001,2020-01-11
삼성1,원천동,13900,49.14,14,,41117,202001,2020-01-20
광교2차e편한세상,이의동,80000,84.6861,10,,41117,202001,2020-01-15
광교 해모로 아파트,이의동,60000,84.98,12,,41117,202001,2020-01-18
광교역참누리포레스트,이의동,49000,59.5653,1,,41117,202001,2020-01-17
아주,원천동,18700,56.67,3,,41117,202001,2020-01-18
원천레이크파크,원천동,21300,49.95,17,,41117,202001,2020-01-22
광교호반베르디움,원천동,61000,59.9718,1,,41117,202001,2020-01-02
삼성1,원천동,12450,49.14,15,,41117,202001,2020-01-13
광교한양수자인,이의동,74500,84.1638,3,,41117,202001,2020-01-30
원천레이크파크,원천동,21000,49.95,10,,41117,202001,2020-01-09
원천레이크파크,원천동,27000,59.8,8,,41117,202001,2020-01-14
원천레이크파크,원천동,27900,59.99,13,,41117,202001,2020-01-15
주공,원천동,22000,41.3,12,,41117,202001,2020-01-12
주공,원천동,28000,49.94,5,,41117,202001,2020-01-31
원천레이크파크,원천동,23700,59.99,1,,41117,202001,2020-01-23
원천레이크파크,원천동,27000,59.99,18,,41117,202001,2020-01-18
주공,원천동,35000,66.56,10,,41117,202001,2020-01-11
주공,원천동,33000,66.38,7,,41117,202001,2020-01-03
광교호수마을호반써밋,하동,88500,84.85,31,,41117,202001,2020-01-22
광교 해모로 아파트,이의동,62800,84.63,6,,41117,202001,2020-01-20
원천레이크파크,원천동,22800,59.99,2,,41117,202001,2020-01-23
광교호반베르디움,이의동,75000,84.265,11,,41117,202001,2020-01-18
광교호수마을호반써밋,하동,81000,84.96,13,,41117,202001,2020-01-10
광교한양수자인,이의동,70000,84.247,7,,41117,202001,2020-01-09
광교호반베르디움,원천동,64000,59.9306,13,,41117,202001,2020-01-08
광교한양수자인,이의동,69800,84.247,12,,41117,202001,2020-01-14
원천신미주,원천동,12400,37.49,14,,41117,202001,2020-01-28
원천레이크파크,원천동,21500,49.95,12,,41117,202001,2020-01-31
주공,원천동,35000,66.56,13,,41117,202001,2020-01-11
광교푸르지오월드마크,이의동,106000,108.131,11,,41117,202001,2020-01-18
광교대광로제비앙,이의동,51500,84.5282,2,,41117,202001,2020-01-10
광교대광로제비앙,이의동,50500,84.5282,2,,41117,202001,2020-01-02
주공,원천동,22400,41.3,8,,41117,202001,2020-01-22
주공,원천동,21300,41.3,2,,41117,202001,2020-01-15
오드카운티,이의동,100000,122.4164,11,,41117,202001,2020-01-04
원천레이크파크,원천동,20800,49.95,9,,41117,202001,2020-01-31
원천레이크파크,원천동,19000,49.95,2,,41117,202001,2020-01-28
광교호반베르디움,원천동,66000,59.9306,28,,41117,202001,2020-01-04
광교중흥에스클래스,원천동,230000,163.6635,49,,41117,202001,2020-01-02
광교호반베르디움,원천동,67800,59.9306,26,,41117,202001,2020-01-20
원천레이크파크,원천동,20500,49.95,11,,41117,202001,2020-01-19
자연앤힐스테이트,이의동,127000,84.5,33,,41117,202001,2020-01-11
원천레이크파크,원천동,34000,84.79,11,,41117,202001,2020-01-10
원천레이크파크,원천동,30900,59.99,15,,41117,202001,2020-01-28
원천레이크파크,원천동,21500,49.95,11,,41117,202001,2020-01-22
원천레이크파크,원천동,25400,59.99,7,,41117,202001,2020-01-03
자연앤자이2단지,이의동,141000,125.19,32,,41117,202001,2020-01-11
광교e편한세상,이의동,115000,101.1899,7,,41117,202001,2020-01-04
광교호수마을호반써밋,하동,79800,84.85,5,,41117,202001,2020-01-16
광교호반베르디움,이의동,71500,84.583,2,,41117,202001,2020-01-04
광교호반베르디움,이의동,74000,84.265,15,,41117,202001,2020-01-18
자연앤자이2단지,이의동,148000,125.41,19,,41117,202001,2020-01-11
광교역참누리포레스트,이의동,55000,59.5477,3,,41117,202001,2020-01-21
삼성1,원천동,15400,49.14,12,,41117,202001,2020-01-31
광교호수마을호반써밋,하동,91500,111.08,7,,41117,202001,2020-01-18
광교호수마을호반써밋,하동,83500,84.96,12,,41117,202001,2020-01-18
광교호수마을호반써밋,하동,93000,111.08,24,,41117,202001,2020-01-10
원천레이크파크,원천동,20300,49.95,15,,41117,202001,2020-01-07
광교호반베르디움,이의동,85000,117.125,10,,41117,202001,2020-01-23
원천레이크파크,원천동,25400,59.99,9,,41117,202001,2020-01-03
광교호수마을호반써밋,하동,99000,111.08,17,,41117,202001,2020-01-15
원천레이크파크,원천동,27900,59.8,7,,41117,202001,2020-01-28
광교호수마을호반써밋,하동,95700,111.08,24,,41117,202001,2020-01-09
주공,원천동,17500,32.39,6,,41117,202001,2020-01-15
광교호수마을호반써밋,하동,85000,84.85,30,,41117,202001,2020-01-06
원천레이크파크,원천동,25500,59.99,7,,41117,202001,2020-01-17
자연앤힐스테이트,이의동,123000,84.37,16,,41117,202001,2020-01-14
자연앤자이2단지,이의동,135000,125.96,25,,41117,202001,2020-01-07
광교호반베르디움,이의동,75000,84.583,4,,41117,202001,2020-01-23
광교호수마을호반써밋,하동,83000,84.96,6,,41117,202001,2020-01-17
원천레이크파크,원천동,21000,49.95,13,,41117,202001,2020-01-31
원천레이크파크,원천동,26700,59.99,12,,41117,202001,2020-01-20
광교푸르지오월드마크,이의동,117000,108.233,31,,41117,202001,2020-01-20
광교e편한세상,이의동,136000,119.7187,25,,41117,202001,2020-01-14
주공,원천동,33500,67.28,10,,41117,202001,2020-01-11
원천레이크파크,원천동,21000,49.95,10,,41117,202001,2020-01-30
광교2차e편한세상,이의동,73000,84.3163,9,,41117,202001,2020-01-10
광교2차e편한세상,이의동,78000,84.6861,9,,41117,202001,2020-01-19
광교 해모로 아파트,이의동,61000,84.98,3,,41117,202001,2020-01-22
SummitPlace광교,이의동,144500,116.533,27,,41117,202001,2020-01-28
원천레이크파크,원천동,18500,49.95,20,,41117,202001,2020-01-31
광교호반베르디움,원천동,74000,59.983,29,,41117,202001,2020-01-30
광교호반베르디움,원천동,67600,59.9718,5,,41117,202001,2020-01-11
광교 해모로 아파트,이의동,54000,84.8,1,,41117,202001,2020-01-15
광교LAKEPARK한양수자인,하동,64500,84.8201,16,,41117,202001,2020-01-11
광교호반베르디움,원천동,69800,59.9718,8,,41117,202001,2020-01-09
원천레이크파크,원천동,26200,59.99,15,,41117,202001,2020-01-29
원천레이크파크,원천동,39000,84.79,9,,41117,202001,2020-01-21
광교대광로제비앙,이의동,44030,84.6489,1,,41117,202001,2020-01-15
광교역참누리포레스트,이의동,53000,59.6129,4,,41117,202001,2020-01-11
주공,원천동,21500,41.3,9,,41117,202001,2020-01-15
광교e편한세상,이의동,127000,100.9289,8,,41117,202001,2020-01-16
광교LAKEPARK한양수자인,하동,65000,84.8442,14,,41117,202001,2020-01-20
광교호수마을호반써밋,하동,77500,84.96,3,,41117,202001,2020-01-16
광교호수마을호반써밋,하동,78000,84.94,30,,41117,202001,2020-01-13
광교호수마을호반써밋,하동,83000,84.96,17,,41117,202001,2020-01-11
삼성1,원천동,14000,49.14,8,,41117,202001,2020-01-29
광교호반베르디움,이의동,69800,84.583,4,,41117,202001,2020-01-15
광교호반베르디움,원천동,66000,59.983,1,,41117,202001,2020-01-29
원천레이크파크,원천동,23400,59.8,2,,41117,202001,2020-01-16
원천레이크파크,원천동,22000,59.8,2,,41117,202001,2020-01-11
원천레이크파크,원천동,21500,59.8,1,,41117,202001,2020-01-10
원천레이크파크,원천동,26000,59.8,12,,41117,202001,2020-01-10
원천신미주,원천동,16600,59.94,10,,41117,202001,2020-01-23
원천레이크파크,원천동,27000,59.8,9,,41117,202001,2020-01-21
광교LAKEPARK한양수자인,하동,64000,84.8442,15,,41117,202001,2020-01-04
광교호반베르디움,원천동,65000,59.983,17,,41117,202001,2020-01-06
광교호반베르디움,원천동,67500,59.9718,24,,41117,202001,2020-01-04
원천레이크파크,원천동,19800,49.95,17,,41117,202001,2020-01-17
원천신미주,원천동,21500,84.89,14,,41117,202001,2020-01-03
광교호반베르디움,원천동,100000,84.942,14,,41117,202001,2020-01-22
원천레이크파크,원천동,25300,59.99,4,,41117,202001,2020-01-22
광교호반베르디움,원천동,67000,59.9718,22,,41117,202001,2020-01-10
광교호반베르디움,원천동,70000,59.983,5,,41117,202001,2020-01-11
광교호반베르디움,원천동,66500,59.9718,7,,41117,202001,2020-01-05
삼성1,원천동,14000,49.14,14,,41117,202001,2020-01-16
광교 해모로 아파트,이의동,62000,84.63,12,,41117,202001,2020-01-21
광교호반베르디움,원천동,64000,59.9306,9,,41117,202001,2020-01-21
광교역참누리포레스트,이의동,56000,59.5477,3,,41117,202001,2020-01-18
원천레이크파크,원천동,24700,59.8,7,,41117,202001,2020-01-18
원천레이크파크,원천동,22000,49.95,14,,41117,202001,2020-01-15
광교 해모로 아파트,이의동,57900,74.94,14,,41117,202001,2020-01-18
원천레이크파크,원천동,37000,84.79,5,,41117,202001,2020-01-21
광교호수마을호반써밋,하동,93000,111.08,33,,41117,202001,2020-01-11
오드카운티,이의동,86000,122.4164,9,,41117,202001,2020-01-18
광교역참누리포레스트,이의동,53800,59.6129,7,,41117,202001,2020-01-18
광교호수마을호반써밋,하동,94000,111.08,11,,41117,202001,2020-01-14
원천레이크파크,원천동,25700,59.99,7,,41117,202001,2020-01-04
원천레이크파크,원천동,23300,59.94,8,,41117,202001,2020-01-11
광교푸르지오월드마크,이의동,100000,84.92,22,,41117,202001,2020-01-18
오드카운티,이의동,108000,123.4079,11,,41117,202001,2020-01-18
원천레이크파크,원천동,21000,49.95,14,,41117,202001,2020-01-16
광교호수마을호반써밋,하동,83000,84.96,12,,41117,202001,2020-01-14
광교호수마을호반써밋,하동,79300,84.94,17,,41117,202001,2020-01-09
광교호수마을호반써밋,하동,69000,84.85,1,,41117,202001,2020-01-03
광교호수마을호반써밋,하동,77900,84.96,10,,41117,202001,2020-01-07
광교호수마을호반써밋,하동,83000,84.85,18,,41117,202001,2020-01-06
광교호수마을호반써밋,하동,81000,111.08,1,,41117,202001,2020-01-06
광교역참누리포레스트,이의동,53000,59.5477,7,,41117,202001,2020-01-18
광교호수마을호반써밋,하동,100000,111.08,25,,41117,202001,2020-01-18
광교LAKEPARK한양수자인,하동,70000,84.8442,17,,41117,202001,2020-01-18
원천레이크파크,원천동,24500,59.8,13,,41117,202001,2020-01-11
광교호반베르디움,원천동,68000,59.9306,19,,41117,202001,2020-01-16
광교역참누리포레스트,이의동,56000,59.6129,3,,41117,202001,2020-01-19
광교역참누리포레스트,이의동,56000,59.5477,4,,41117,202001,2020-01-18
광교호반베르디움,원천동,61000,59.9306,2,,41117,202001,2020-01-04
광교호반베르디움,원천동,69000,59.9718,21,,41117,202001,2020-01-18
광교푸르지오월드마크,이의동,98000,84.92,22,,41117,202001,2020-01-18
원천레이크파크,원천동,21000,49.95,11,,41117,202001,2020-01-18
광교역참누리포레스트,이의동,53000,59.6129,6,,41117,202001,2020-01-16
원천레이크파크,원천동,21000,49.95,19,,41117,202001,2020-01-16
원천레이크파크,원천동,20100,49.95,8,,41117,202001,2020-01-15
원천레이크파크,원천동,22800,59.39,5,,41117,202001,2020-01-13
원천레이크파크,원천동,25000,59.8,12,,41117,202001,2020-01-07
원천레이크파크,원천동,35000,84.79,4,,41117,202001,2020-01-07
광교역참누리포레스트,이의동,53800,59.6129,6,,41117,202001,2020-01-12
광교역참누리포레스트,이의동,53500,59.5653,3,,41117,202001,2020-01-12
광교 해모로 아파트,이의동,53000,84.8,8,,41117,202001,2020-01-03
주공,원천동,35900,61.52,11,,41117,202001,2020-01-11
광교2차e편한세상,이의동,77000,84.3163,14,,41117,202001,2020-01-14
광교호반베르디움,원천동,66000,59.9718,11,,41117,202001,2020-01-10
광교호반베르디움,원천동,64700,59.9306,27,,41117,202001,2020-01-14
광교대광로제비앙,이의동,44520,84.5282,1,,41117,202001,2020-01-04
광교역참누리포레스트,이의동,53000,59.6129,7,,41117,202001,2020-01-11
광교호수마을호반써밋,하동,71500,84.96,1,,41117,202001,2020-01-06
원천레이크파크,원천동,23800,59.94,8,,41117,202001,2020-01-11
자연앤힐스테이트,이의동,116000,84.41,4,,41117,202001,2020-01-11
광교호반베르디움,원천동,66500,59.9718,23,,41117,202001,2020-01-10
광교호수마을호반써밋,하동,80000,84.85,16,,41117,202001,2020-01-04
광교e편한세상,이의동,128000,119.7187,5,,41117,202001,2020-01-10
광교호반베르디움,이의동,82000,122.051,2,,41117,202001,2020-01-08
광교호수마을호반써밋,하동,82000,84.96,18,,41117,202001,2020-01-06
광교호반베르디움트라엘,이의동,98000,100.513,12,,41117,202001,2020-01-12
광교호반베르디움,원천동,70700,59.983,10,,41117,202001,2020-01-08
광교호반베르디움,원천동,63500,59.9718,5,,41117,202001,2020-01-08
광교호반베르디움,원천동,66000,59.9306,8,,41117,202001,2020-01-10
광교대광로제비앙,이의동,44940,84.6489,2,,41117,202001,2020-01-13
광교호반베르디움,이의동,73000,84.265,11,,41117,202001,2020-01-10
광교호반베르디움,원천동,96000,84.942,6,,41117,202001,2020-01-11
주공,원천동,20700,41.3,10,,41117,202001,2020-01-05
광교역참누리포레스트,이의동,52000,59.6129,3,,41117,202001,2020-01-10
광교호반베르디움,원천동,96500,84.942,15,,41117,202001,2020-01-07
원천레이크파크,원천동,20000,49.95,16,,41117,202001,2020-01-07
원천레이크파크,원천동,35900,84.79,11,,41117,202001,2020-01-08
광교역참누리포레스트,이의동,51000,59.6129,5,,41117,202001,2020-01-09
광교역참누리포레스트,이의동,51700,59.5477,2,,41117,202001,2020-01-08
원천레이크파크,원천동,20400,49.95,10,,41117,202001,2020-01-08
광교호수마을호반써밋,하동,91000,111.08,11,,41117,202001,2020-01-06
래미안광교,이의동,100000,97.35,27,,41117,202001,2020-01-04
원천레이크파크,원천동,25000,59.99,11,,41117,202001,2020-01-02
광교한양수자인,이의동,67000,84.1638,5,,41117,202001,2020-01-03
광교한양수자인,이의동,70000,84.247,8,,41117,202001,2020-01-05
원천레이크파크,원천동,25750,59.99,18,,41117,202001,2020-01-07
원천레이크파크,원천동,26000,59.8,7,,41117,202001,2020-01-04
광교호반베르디움,원천동,65900,59.983,18,,41117,202001,2020-01-02
광교역참누리포레스트,이의동,51000,59.6129,3,,41117,202001,2020-01-02
주공,원천동,21000,41.3,6,,41117,202001,2020-01-03
광교 해모로 아파트,이의동,52500,84.8,10,,41117,202001,2020-01-03
광교호반베르디움트라엘,이의동,88000,100.513,12,,41117,202001,2020-01-04
광교역참누리포레스트,이의동,53000,59.5477,4,,41117,202001,2020-01-04
삼성1,원천동,13850,49.14,15,,41117,202001,2020-01-02
광교호수마을호반써밋,하동,83000,84.85,8,,41117,202002,2020-02-15
광교e편한세상,이의동,138500,120.7597,13,,41117,202002,2020-02-18
원천레이크파크,원천동,30800,59.99,18,,41117,202002,2020-02-06
삼성1,원천동,14000,49.14,3,,41117,202002,2020-02-19
주공,원천동,17800,32.39,6,,41117,202002,2020-02-29
삼성1,원천동,15250,49.14,15,,41117,202002,2020-02-27
주공,원천동,24500,41.3,13,,41117,202002,2020-02-15
광교 해모로 아파트,이의동,61000,74.58,12,,41117,202002,2020-02-17
삼성1,원천동,12800,49.14,2,,41117,202002,2020-02-14
광교 해모로 아파트,이의동,67500,84.98,8,,41117,202002,2020-02-29
광교호반베르디움,이의동,85000,117.643,3,,41117,202002,2020-02-29
광교호반베르디움,이의동,90500,122.051,12,,41117,202002,2020-02-28
주공,원천동,22000,41.3,14,,41117,202002,2020-02-17
광교호반베르디움,이의동,85000,122.051,5,,41117,202002,2020-02-20
삼성1,원천동,14500,49.14,15,,41117,202002,2020-02-21
광교2차e편한세상,이의동,84800,84.3163,5,,41117,202002,2020-02-17
광교호반베르디움트라엘,이의동,95000,100.513,5,,41117,202002,2020-02-14
삼성1,원천동,15780,49.14,14,,41117,202002,2020-02-14
삼성1,원천동,15000,49.14,11,,41117,202002,2020-02-15
원천레이크파크,원천동,28000,59.8,1,,41117,202002,2020-02-29
광교호반베르디움,이의동,78700,84.583,14,,41117,202002,2020-02-22
삼성1,원천동,13800,49.14,13,,41117,202002,2020-02-12
광교호반베르디움,원천동,97500,84.942,5,,41117,202002,2020-02-28
자연앤자이1단지,이의동,147000,116.43,19,,41117,202002,2020-02-27
삼성1,원천동,15000,49.14,7,,41117,202002,2020-02-15
자연앤자이3단지,이의동,129000,101.67,21,,41117,202002,2020-02-29
삼성1,원천동,13900,49.14,8,,41117,202002,2020-02-13
삼성1,원천동,13500,49.14,13,,41117,202002,2020-02-12
삼성1,원천동,12700,49.14,3,,41117,202002,2020-02-12
삼성1,원천동,13700,49.14,4,,41117,202002,2020-02-12
오드카운티,이의동,113500,121.9758,13,,41117,202002,2020-02-29
원천신미주,원천동,24500,84.89,9,,41117,202002,2020-02-25
원천신미주,원천동,23900,84.89,12,,41117,202002,2020-02-24
삼성1,원천동,14300,49.14,1,,41117,202002,2020-02-19
광교호반베르디움,원천동,69000,59.9718,14,,41117,202002,2020-02-27
삼성1,원천동,14000,49.14,2,,41117,202002,2020-02-17
삼성1,원천동,15000,49.14,2,,41117,202002,2020-02-18
삼부리치안,원천동,12900,22.7225,14,,41117,202002,2020-02-29
원천신미주,원천동,24000,84.89,18,,41117,202002,2020-02-15
광교호반베르디움,원천동,74500,59.983,24,,41117,202002,2020-02-25
원천레이크파크,원천동,26000,59.99,14,,41117,202002,2020-02-26
삼성1,원천동,15000,49.14,15,,41117,202002,2020-02-15
삼성1,원천동,15000,49.14,9,,41117,202002,2020-02-10
원천신미주,원천동,15900,59.94,4,,41117,202002,2020-02-28
삼성1,원천동,15400,49.14,4,,41117,202002,2020-02-28
삼성1,원천동,15500,49.14,12,,41117,202002,2020-02-25
원천레이크파크,원천동,45000,84.79,6,,41117,202002,2020-02-29
광교호반베르디움,이의동,80000,84.346,3,,41117,202002,2020-02-29
광교호수마을호반써밋,하동,100000,111.08,17,,41117,202002,2020-02-08
삼부리치안,원천동,12000,22.7225,13,,41117,202002,2020-02-27
광교시티아이,이의동,40000,43.85,6,,41117,202002,2020-02-29
광교 해모로 아파트,이의동,65000,84.63,4,,41117,202002,2020-02-08
원천레이크파크,원천동,23500,49.95,10,,41117,202002,2020-02-18
원천레이크파크,원천동,30500,59.99,7,,41117,202002,2020-02-19
광교호반베르디움,원천동,69000,59.9306,7,,41117,202002,2020-02-18
삼성1,원천동,15300,49.14,9,,41117,202002,2020-02-17
광교e편한세상,이의동,135000,119.7187,19,,41117,202002,2020-02-17
삼성1,원천동,14500,49.14,3,,41117,202002,2020-02-13
