aptNm,umdNm,price,area_m2,floor,cdealType,__lawd_cd__,__deal_ym__,date
광교경남아너스빌,상현동,56150,84.982,26,,41465,201705,2017-05-26
만현마을9단지엘지자이,상현동,35400,84.7831,12,,41465,201705,2017-05-03
만현마을쌍용1차,상현동,35700,84.8,13,,41465,201705,2017-05-27
만현마을쌍용1차,상현동,31500,75.69,9,,41465,201705,2017-05-09
벽산블루밍,상현동,29500,59.955,3,,41465,201705,2017-05-25
상현마을현대성우1차,상현동,41000,135.0699,17,,41465,201705,2017-05-31
풍산아파트,상현동,26300,59.58,9,,41465,201705,2017-05-01
광교경남아너스빌,상현동,53000,84.982,4,,41465,201705,2017-05-05
벽산블루밍,상현동,30300,59.955,7,,41465,201705,2017-05-23
용인수지동도센트리움,상현동,22160,37.339,10,,41465,201705,2017-05-31
상현마을현대성우3차,상현동,39000,103.727,16,,41465,201705,2017-05-25
진산마을성원상떼빌아파트,상현동,27700,59.99,18,,41465,201705,2017-05-29
상현마을수지센트럴아이파크,상현동,47000,101.9783,13,,41465,201705,2017-05-29
광교자이더클래스,상현동,48700,59.902,12,,41465,201705,2017-05-15
성복역삼성쉐르빌,상현동,55700,175.71,7,,41465,201705,2017-05-20
진산마을성원상떼빌아파트,상현동,27800,59.99,12,,41465,201705,2017-05-03
진산마을성원상떼빌아파트,상현동,34000,84.96,6,,41465,201705,2017-05-06
진산마을성원상떼빌아파트,상현동,27000,59.99,11,,41465,201705,2017-05-26
광교자이더클래스,상현동,50000,59.902,27,,41465,201705,2017-05-26
만현마을5단지아이파크,상현동,45000,134.7584,7,,41465,201705,2017-05-18
진산마을성원상떼빌아파트,상현동,40400,133.44,11,,41465,201705,2017-05-03
광교경남아너스빌,상현동,52700,84.828,7,,41465,201705,2017-05-08
광교자이더클래스,상현동,60000,84.987,5,,41465,201705,2017-05-13
상현마을금호베스트빌4단지,상현동,41000,174.951,11,,41465,201705,2017-05-11
진산마을성원상떼빌아파트,상현동,33000,84.96,8,,41465,201705,2017-05-05
광교마을46-2단지광교스타클래스,상현동,57500,122.273,7,,41465,201705,2017-05-16
상현마을수지센트럴아이파크,상현동,45800,101.9783,2,,41465,201705,2017-05-17
서원마을3단지아이파크,상현동,41500,127.949,10,,41465,201705,2017-05-01
심곡마을광교힐스테이트,상현동,65500,158.1064,2,,41465,201705,2017-05-01
동일스위트,상현동,38000,84.9911,4,,41465,201705,2017-05-17
광교상현마을현대,상현동,32000,79.336,1,,41465,201705,2017-05-17
만현마을1단지롯데캐슬,상현동,34300,84.946,2,,41465,201705,2017-05-13
광교자이더클래스,상현동,62600,84.938,18,,41465,201705,2017-05-13
광교자이더클래스,상현동,59400,84.987,11,,41465,201705,2017-05-09
광교현대프레미오,상현동,40000,167.74,5,,41465,201705,2017-05-04
성복역금호베스트빌,상현동,39500,101.995,20,,41465,201705,2017-05-04
만현마을9단지엘지자이,상현동,34300,84.7831,9,,41465,201705,2017-05-03
수지금호베스트빌TheEdu,상현동,40000,122.857,14,,41465,201706,2017-06-21
성복역아이파크,상현동,39500,84.9716,6,,41465,201706,2017-06-27
성복역금호베스트빌,상현동,44700,151.11,2,,41465,201706,2017-06-23
풍산아파트,상현동,34000,133.99,13,,41465,201706,2017-06-28
진산마을성원상떼빌아파트,상현동,32150,84.96,2,,41465,201706,2017-06-06
상현마을금호베스트빌3단지,상현동,39200,126.723,10,,41465,201706,2017-06-23
심곡마을광교힐스테이트,상현동,54500,101.0939,14,,41465,201706,2017-06-27
광교현대프레미오,상현동,53000,211.61,6,,41465,201706,2017-06-30
상현마을현대성우1차,상현동,41700,135.0699,13,,41465,201706,2017-06-19
광교자이더클래스,상현동,63600,84.938,9,,41465,201706,2017-06-13
광교현대프레미오,상현동,40000,167.74,16,,41465,201706,2017-06-28
광교현대프레미오,상현동,38000,121.51,13,,41465,201706,2017-06-24
성복역금호베스트빌,상현동,40000,101.995,7,,41465,201706,2017-06-19
상현마을수지센트럴아이파크,상현동,51500,133.4246,14,,41465,201706,2017-06-16
광교상현마을현대,상현동,36000,79.336,20,,41465,201706,2017-06-15
광교상떼빌파크뷰,상현동,41700,106.52,8,,41465,201706,2017-06-10
성복역아이파크,상현동,44000,116.7301,8,,41465,201706,2017-06-17
진산마을성원상떼빌아파트,상현동,28800,59.99,17,,41465,201706,2017-06-24
진산마을성원상떼빌아파트,상현동,38300,133.44,19,,41465,201706,2017-06-17
광교경남아너스빌,상현동,56000,84.982,14,,41465,201706,2017-06-09
서원마을3단지아이파크,상현동,35900,84.9369,13,,41465,201706,2017-06-30
진산마을성원상떼빌아파트,상현동,28500,59.99,10,,41465,201706,2017-06-27
진산마을성원상떼빌아파트,상현동,34400,84.96,16,,41465,201706,2017-06-17
광교경남아너스빌,상현동,56300,84.982,9,,41465,201706,2017-06-28
광교자이더클래스,상현동,49000,59.902,5,,41465,201706,2017-06-17
광교자이더클래스,상현동,51200,59.93,8,,41465,201706,2017-06-14
만현마을9단지엘지자이,상현동,39200,109.7834,14,,41465,201706,2017-06-27
만현마을5단지아이파크,상현동,36000,99.9125,1,,41465,201706,2017-06-08
진산마을성원상떼빌아파트,상현동,33700,84.96,15,,41465,201706,2017-06-02
상현마을현대성우1차,상현동,40000,135.0699,13,,41465,201706,2017-06-29
만현마을쌍용1차,상현동,38000,143.44,13,,41465,201706,2017-06-03
벽산블루밍,상현동,32500,84.96,7,,41465,201706,2017-06-10
진산마을성원상떼빌아파트,상현동,28500,59.99,14,,41465,201706,2017-06-15
만현마을8단지두산위브,상현동,49700,159.25,10,,41465,201706,2017-06-27
서원마을3단지아이파크,상현동,36000,84.9369,11,,41465,201706,2017-06-23
광교자이더클래스,상현동,60000,84.988,25,,41465,201706,2017-06-13
광교자이더클래스,상현동,63000,84.938,5,,41465,201706,2017-06-26
성복역아이파크,상현동,41500,116.7301,1,,41465,201706,2017-06-23
상현마을현대성우1차,상현동,35200,84.7329,14,,41465,201706,2017-06-10
심곡마을광교힐스테이트,상현동,59450,134.3218,2,,41465,201706,2017-06-17
광교자이더클래스,상현동,51200,59.902,27,,41465,201706,2017-06-17
성복역리버파크,상현동,29000,59.76,8,,41465,201706,2017-06-14
수지쌍용파크뷰,상현동,39900,120.03,7,,41465,201706,2017-06-27
성복역리버파크,상현동,27650,59.76,14,,41465,201706,2017-06-24
상현마을현대성우1차,상현동,35800,84.7329,17,,41465,201706,2017-06-24
만현마을3단지성원쌍떼빌,상현동,36700,84.975,6,,41465,201706,2017-06-03
풍산아파트,상현동,32700,84.87,10,,41465,201706,2017-06-27
수지금호베스트빌TheEdu,상현동,40000,135.554,7,,41465,201706,2017-06-01
만현마을1단지롯데캐슬,상현동,39700,101.96,11,,41465,201706,2017-06-07
상현현대성우5차,상현동,44800,138.8476,2,,41465,201706,2017-06-10
만현마을1단지롯데캐슬,상현동,35700,84.946,17,,41465,201706,2017-06-09
성복역아이파크,상현동,38000,84.9716,8,,41465,201706,2017-06-17
만현마을쌍용1차,상현동,35800,84.8,5,,41465,201706,2017-06-08
광교자이더클래스,상현동,63400,84.938,6,,41465,201706,2017-06-24
광교자이더클래스,상현동,63000,84.938,19,,41465,201706,2017-06-19
벽산블루밍,상현동,30800,59.955,12,,41465,201706,2017-06-09
만현마을9단지엘지자이,상현동,36650,84.7831,15,,41465,201706,2017-06-08
만현마을9단지엘지자이,상현동,44000,125.6769,8,,41465,201706,2017-06-07
풍산아파트,상현동,32000,84.87,9,,41465,201706,2017-06-06
성복역리버파크,상현동,34500,84.965,10,,41465,201706,2017-06-24
상현현대성우5차,상현동,47000,138.8476,9,,41465,201706,2017-06-09
광교상현마을현대,상현동,36500,79.336,10,,41465,201706,2017-06-08
성복역리버파크,상현동,28800,59.76,20,,41465,201706,2017-06-07
수지금호베스트빌TheEdu,상현동,39700,122.857,17,,41465,201706,2017-06-16
성복역금호베스트빌,상현동,36500,84.789,6,,41465,201706,2017-06-17
만현마을쌍용1차,상현동,40200,143.44,10,,41465,201706,2017-06-10
성복역아이파크,상현동,38500,84.9716,17,,41465,201706,2017-06-06
만현마을1단지롯데캐슬,상현동,35000,84.946,2,,41465,201706,2017-06-15
광교마을46-2단지광교스타클래스,상현동,58000,122.273,12,,41465,201706,2017-06-24
만현마을쌍용1차,상현동,41200,143.44,10,,41465,201706,2017-06-07
서원마을현대홈타운,상현동,39900,84.8518,17,,41465,201706,2017-06-03
상현현대성우5차,상현동,42500,116.2928,11,,41465,201706,2017-06-06
성복역금호베스트빌,상현동,36400,84.789,13,,41465,201706,2017-06-03
벽산블루밍,상현동,37700,127.47,8,,41465,201706,2017-06-13
상현마을현대성우2차,상현동,39800,134.5019,1,,41465,201706,2017-06-17
진산마을성원상떼빌아파트,상현동,33000,84.96,4,,41465,201706,2017-06-22
풍산아파트,상현동,25600,59.58,2,,41465,201706,2017-06-03
진산마을성원상떼빌아파트,상현동,39000,133.44,9,,41465,201706,2017-06-24
만현마을1단지롯데캐슬,상현동,36300,84.946,11,,41465,201706,2017-06-08
벽산블루밍,상현동,39500,127.47,13,,41465,201706,2017-06-13
상현현대성우5차,상현동,42800,116.2928,14,,41465,201706,2017-06-07
광교현대프레미오,상현동,37000,121.51,9,,41465,201706,2017-06-22
성복역금호베스트빌,상현동,36500,84.789,15,,41465,201706,2017-06-15
성복역금호베스트빌,상현동,38000,84.789,19,,41465,201706,2017-06-07
광교자이더클래스,상현동,58800,84.988,8,,41465,201706,2017-06-14
만현마을쌍용1차,상현동,35100,84.8,18,,41465,201706,2017-06-22
광교자이더클래스,상현동,58500,84.988,2,,41465,201706,2017-06-03
상현마을현대성우3차,상현동,38900,103.727,3,,41465,201706,2017-06-03
광교상떼빌파크뷰,상현동,45500,134.4429,3,,41465,201706,2017-06-09
서원마을3단지아이파크,상현동,43000,127.949,10,,41465,201706,2017-06-06
성복역아이파크,상현동,33700,59.5915,12,,41465,201706,2017-06-06
서원마을현대홈타운,상현동,33500,59.9328,16,,41465,201706,2017-06-06
서원마을현대홈타운,상현동,36000,84.8518,13,,41465,201706,2017-06-05
서원마을현대홈타운,상현동,35500,84.8518,9,,41465,201706,2017-06-24
서원마을현대홈타운,상현동,39000,84.8518,18,,41465,201706,2017-06-03
서원마을현대홈타운,상현동,37500,84.8518,8,,41465,201706,2017-06-08
만현마을8단지두산위브,상현동,46000,159.25,15,,41465,201706,2017-06-13
서원마을3단지아이파크,상현동,42800,127.949,9,,41465,201706,2017-06-10
서원마을3단지아이파크,상현동,36350,84.9369,18,,41465,201706,2017-06-10
서원마을현대홈타운,상현동,35500,84.8518,9,,41465,201706,2017-06-10
광교경남아너스빌,상현동,55900,84.99,22,,41465,201706,2017-06-29
광교경남아너스빌,상현동,54300,84.99,8,,41465,201706,2017-06-27
광교경남아너스빌,상현동,54000,84.828,17,,41465,201706,2017-06-16
광교쌍용포레듀엔,상현동,37500,103.1937,1,,41465,201706,2017-06-09
만현마을3단지성원쌍떼빌,상현동,34000,84.975,3,,41465,201706,2017-06-07
만현마을3단지성원쌍떼빌,상현동,36850,84.975,5,,41465,201706,2017-06-17
성복역금호베스트빌,상현동,35000,84.789,7,,41465,201706,2017-06-09
성복역리버파크,상현동,28800,59.76,5,,41465,201706,2017-06-03
상현마을수지센트럴아이파크,상현동,59500,101.9783,17,,41465,201706,2017-06-06
수지금호베스트빌TheEdu,상현동,39200,122.857,8,,41465,201706,2017-06-17
만현마을9단지엘지자이,상현동,35500,84.7831,7,,41465,201706,2017-06-27
서원마을현대홈타운,상현동,32000,59.9328,18,,41465,201706,2017-06-03
성복역아이파크,상현동,31700,59.5915,5,,41465,201706,2017-06-28
진산마을성원상떼빌아파트,상현동,27850,59.99,17,,41465,201706,2017-06-14
만현마을8단지두산위브,상현동,48000,159.25,4,,41465,201706,2017-06-30
광교상떼빌파크뷰,상현동,42200,106.52,11,,41465,201706,2017-06-21
광교상떼빌파크뷰,상현동,47000,134.4429,5,,41465,201706,2017-06-14
광교쌍용포레듀엔,상현동,40000,133.6091,14,,41465,201706,2017-06-05
성복역아이파크,상현동,39500,84.9716,11,,41465,201706,2017-06-03
만현마을9단지엘지자이,상현동,37000,84.7831,16,,41465,201706,2017-06-10
만현마을9단지엘지자이,상현동,34400,84.7831,18,,41465,201706,2017-06-03
만현마을9단지엘지자이,상현동,39500,109.7834,7,,41465,201706,2017-06-10
광교상떼빌파크뷰,상현동,48000,134.4429,13,,41465,201706,2017-06-19
서원마을현대홈타운,상현동,36800,84.8518,13,,41465,201706,2017-06-24
광교경남아너스빌,상현동,54200,84.99,3,,41465,201706,2017-06-20
성복역금호베스트빌,상현동,42200,101.995,5,,41465,201706,2017-06-16
광교자이더클래스,상현동,60000,84.988,28,,41465,201706,2017-06-17
만현마을3단지성원쌍떼빌,상현동,34000,84.975,17,,41465,201706,2017-06-07
성복역리버파크,상현동,33200,84.965,18,,41465,201706,2017-06-03
광교자이더클래스,상현동,52000,59.902,11,,41465,201706,2017-06-07
진산마을성원상떼빌아파트,상현동,33000,84.96,16,,41465,201706,2017-06-24
성복역리버파크,상현동,34000,84.965,12,,41465,201706,2017-06-24
상현마을금호베스트빌4단지,상현동,43300,174.951,9,,41465,201706,2017-06-02
동일스위트,상현동,36000,84.9911,8,,41465,201706,2017-06-10
광교자이더클래스,상현동,51000,59.902,22,,41465,201706,2017-06-20
광교경남아너스빌,상현동,56300,84.99,11,,41465,201706,2017-06-17
상현마을금호베스트빌2단지,상현동,44000,175.193,10,,41465,201706,2017-06-22
광교경남아너스빌,상현동,55800,84.828,29,,41465,201706,2017-06-10
광교경남아너스빌,상현동,55000,84.828,10,,41465,201706,2017-06-03
광교경남아너스빌,상현동,56500,84.982,20,,41465,201706,2017-06-09
광교경남아너스빌,상현동,55800,84.828,11,,41465,201706,2017-06-10
풍산아파트,상현동,26900,59.58,6,,41465,201706,2017-06-17
상현마을수지센트럴아이파크,상현동,54300,133.4246,13,,41465,201706,2017-06-13
성복역아이파크,상현동,38000,84.9716,5,,41465,201706,2017-06-13
광교자이더클래스,상현동,62000,84.988,19,,41465,201706,2017-06-10
광교쌍용포레듀엔,상현동,39300,133.6091,11,,41465,201706,2017-06-19
서원마을현대홈타운,상현동,35000,84.8518,6,,41465,201706,2017-06-15
광교자이더클래스,상현동,60000,84.987,22,,41465,201706,2017-06-05
상현마을금호베스트빌2단지,상현동,45500,175.193,4,,41465,201706,2017-06-16
광교자이더클래스,상현동,59800,84.987,27,,41465,201706,2017-06-09
현대파인빌리지(202동),상현동,37500,186.38,7,,41465,201706,2017-06-15
광교상현마을현대,상현동,35500,79.336,13,,41465,201706,2017-06-06
광교상현마을현대,상현동,37000,79.336,9,,41465,201706,2017-06-01
상현마을금호베스트빌2단지,상현동,42000,175.193,13,,41465,201706,2017-06-02
풍산아파트,상현동,27600,59.58,9,,41465,201706,2017-06-13
광교쌍용포레듀엔,상현동,36500,133.6091,4,,41465,201706,2017-06-10
성복역리버파크,상현동,33000,84.965,6,,41465,201706,2017-06-10
만현마을1단지롯데캐슬,상현동,37500,101.96,3,,41465,201706,2017-06-06
광교경남아너스빌,상현동,57400,84.982,28,,41465,201706,2017-06-03
광교경남아너스빌,상현동,56400,84.828,20,,41465,201706,2017-06-06
만현마을9단지엘지자이,상현동,34000,84.7831,15,,41465,201706,2017-06-06
만현마을쌍용1차,상현동,42500,143.44,15,,41465,201706,2017-06-08
수지금호베스트빌TheEdu,상현동,38500,135.554,1,,41465,201706,2017-06-08
만현마을9단지엘지자이,상현동,33500,84.7831,4,,41465,201706,2017-06-09
상현마을수지센트럴아이파크,상현동,54500,133.4246,17,,41465,201706,2017-06-06
진산마을성원상떼빌아파트,상현동,27300,59.99,18,,41465,201706,2017-06-02
상현마을수지센트럴아이파크,상현동,50000,101.9783,4,,41465,201707,2017-07-29
성복역금호베스트빌,상현동,42700,129.948,2,,41465,201707,2017-07-25
광교자이더클래스,상현동,52000,59.902,9,,41465,201707,2017-07-26
광교자이더클래스,상현동,62800,84.988,25,,41465,201707,2017-07-22
광교자이더클래스,상현동,62900,84.988,18,,41465,201707,2017-07-27
광교자이더클래스,상현동,63000,84.988,11,,41465,201707,2017-07-29
만현마을1단지롯데캐슬,상현동,34700,84.946,3,,41465,201707,2017-07-29
광교마을46-2단지광교스타클래스,상현동,56250,122.273,14,,41465,201707,2017-07-27
상현마을금호베스트빌2단지,상현동,43500,175.193,7,,41465,201707,2017-07-29
서원마을현대홈타운,상현동,36000,84.8518,10,,41465,201707,2017-07-28
심곡마을광교힐스테이트,상현동,60000,134.7183,5,,41465,201707,2017-07-26
만현마을9단지엘지자이,상현동,37400,84.7831,13,,41465,201707,2017-07-27
풍산아파트,상현동,33000,84.87,14,,41465,201707,2017-07-22
광교경남아너스빌,상현동,56500,84.982,15,,41465,201707,2017-07-31
만현마을1단지롯데캐슬,상현동,48000,174.593,16,,41465,201707,2017-07-28
광교자이더클래스,상현동,64500,84.938,8,,41465,201707,2017-07-27
광교자이더클래스,상현동,60000,84.987,8,,41465,201707,2017-07-22
벽산블루밍,상현동,31500,59.955,18,,41465,201707,2017-07-29
광교경남아너스빌,상현동,55500,84.982,6,,41465,201707,2017-07-24
광교경남아너스빌,상현동,55400,84.99,13,,41465,201707,2017-07-27
광교경남아너스빌,상현동,54500,84.99,5,,41465,201707,2017-07-10
용인수지동도센트리움,상현동,24030,37.339,14,,41465,201707,2017-07-27
만현마을5단지아이파크,상현동,39000,99.9125,8,,41465,201707,2017-07-26
서원마을현대홈타운,상현동,32500,59.9328,9,,41465,201707,2017-07-22
풍산아파트,상현동,27250,59.58,9,,41465,201707,2017-07-21
만현마을1단지롯데캐슬,상현동,35200,84.946,10,,41465,201707,2017-07-19
광교경남아너스빌,상현동,55900,84.982,16,,41465,201707,2017-07-20
수지금호베스트빌TheEdu,상현동,38700,122.857,4,,41465,201707,2017-07-15
상현현대성우5차,상현동,42800,116.2928,20,,41465,201707,2017-07-10
광교상현마을현대,상현동,37500,79.336,10,,41465,201707,2017-07-17
진산마을성원상떼빌아파트,상현동,28900,59.99,6,,41465,201707,2017-07-19
광교자이더클래스,상현동,52000,59.902,15,,41465,201707,2017-07-11
진산마을성원상떼빌아파트,상현동,41300,133.44,4,,41465,201707,2017-07-22
수지금호베스트빌TheEdu,상현동,40500,135.554,5,,41465,201707,2017-07-10
벽산블루밍,상현동,34600,84.96,3,,41465,201707,2017-07-20
벽산블루밍,상현동,33000,84.96,3,,41465,201707,2017-07-15
만현마을3단지성원쌍떼빌,상현동,34600,84.975,13,,41465,201707,2017-07-18
만현마을8단지두산위브,상현동,47900,135.13,18,,41465,201707,2017-07-15
수지금호베스트빌TheEdu,상현동,41500,135.554,9,,41465,201707,2017-07-15
수지쌍용파크뷰,상현동,40400,120.03,5,,41465,201707,2017-07-27
만현마을9단지엘지자이,상현동,35000,84.7831,8,,41465,201707,2017-07-13
광교쌍용포레듀엔(2-B),상현동,39800,133.6091,13,,41465,201707,2017-07-04
동일스위트,상현동,39300,84.9911,17,,41465,201707,2017-07-28
광교자이더클래스,상현동,65000,84.938,20,,41465,201707,2017-07-15
서원마을현대홈타운,상현동,34700,84.8518,4,,41465,201707,2017-07-21
성복역아이파크,상현동,36000,59.5915,12,,41465,201707,2017-07-18
심곡마을광교힐스테이트,상현동,55750,101.0939,14,,41465,201707,2017-07-15
진산마을성원상떼빌아파트,상현동,39000,133.44,14,,41465,201707,2017-07-15
만현마을1단지롯데캐슬,상현동,43600,174.593,8,,41465,201707,2017-07-20
만현마을쌍용1차,상현동,39000,143.44,12,,41465,201707,2017-07-20
광교자이더클래스,상현동,50500,59.93,23,,41465,201707,2017-07-09
광교자이더클래스,상현동,52000,59.902,14,,41465,201707,2017-07-08
수지금호베스트빌TheEdu,상현동,38500,135.554,2,,41465,201707,2017-07-03
광교상떼빌파크뷰,상현동,49500,134.4429,9,,41465,201707,2017-07-29
광교쌍용포레듀엔(2-B),상현동,39500,133.6091,4,,41465,201707,2017-07-20
만현마을1단지롯데캐슬,상현동,42950,101.96,10,,41465,201707,2017-07-22
만현마을1단지롯데캐슬,상현동,35000,84.946,4,,41465,201707,2017-07-15
동일스위트,상현동,36250,84.9911,2,,41465,201707,2017-07-08
상현마을수지센트럴아이파크,상현동,57000,157.1754,3,,41465,201707,2017-07-22
광교자이더클래스,상현동,51800,59.902,20,,41465,201707,2017-07-29
광교자이더클래스,상현동,52300,59.902,13,,41465,201707,2017-07-29
광교자이더클래스,상현동,60000,84.988,8,,41465,201707,2017-07-29
진산마을성원상떼빌아파트,상현동,40500,133.44,14,,41465,201707,2017-07-25
서원마을3단지아이파크,상현동,42400,127.949,16,,41465,201707,2017-07-29
광교쌍용포레듀엔,상현동,37500,103.1937,14,,41465,201707,2017-07-29
상현마을수지센트럴아이파크,상현동,46000,101.9783,9,,41465,201707,2017-07-29
광교자이더클래스,상현동,60000,84.988,21,,41465,201707,2017-07-21
성복역리버파크,상현동,34900,84.965,12,,41465,201707,2017-07-18
광교자이더클래스,상현동,50000,59.93,24,,41465,201707,2017-07-18
상현마을수지센트럴아이파크,상현동,51000,133.4246,1,,41465,201707,2017-07-18
상현마을수지센트럴아이파크,상현동,46600,101.9783,5,,41465,201707,2017-07-13
상현마을수지센트럴아이파크,상현동,57000,157.1754,10,,41465,201707,2017-07-03
심곡마을광교힐스테이트,상현동,70000,158.1064,5,,41465,201707,2017-07-12
광교자이더클래스,상현동,65500,84.938,10,,41465,201707,2017-07-18
광교자이더클래스,상현동,45300,59.93,1,,41465,201707,2017-07-08
광교자이더클래스,상현동,47000,59.902,2,,41465,201707,2017-07-06
광교자이더클래스,상현동,63500,84.938,11,,41465,201707,2017-07-29
상현마을수지센트럴아이파크,상현동,49800,101.9783,6,,41465,201707,2017-07-01
광교경남아너스빌,상현동,56200,84.99,23,,41465,201707,2017-07-27
광교경남아너스빌,상현동,55500,84.828,24,,41465,201707,2017-07-22
만현마을쌍용1차,상현동,33700,75.69,13,,41465,201707,2017-07-06
성복역금호베스트빌,상현동,37300,84.789,12,,41465,201707,2017-07-08
만현마을9단지엘지자이,상현동,39500,109.7834,14,,41465,201707,2017-07-18
성복역아이파크,상현동,34300,59.5915,8,,41465,201707,2017-07-05
성복역아이파크,상현동,38500,84.9716,16,,41465,201707,2017-07-08
만현마을8단지두산위브,상현동,50000,159.25,6,,41465,201707,2017-07-13
성복역리버파크,상현동,27700,59.76,16,,41465,201707,2017-07-29
광교경남아너스빌,상현동,56500,84.982,9,,41465,201707,2017-07-29
광교경남아너스빌,상현동,56700,84.982,11,,41465,201707,2017-07-17
서원마을3단지아이파크,상현동,42250,127.949,16,,41465,201707,2017-07-07
상현마을수지센트럴아이파크,상현동,47800,101.9783,15,,41465,201707,2017-07-08
서원마을현대홈타운,상현동,37700,84.8518,9,,41465,201707,2017-07-17
서원마을현대홈타운,상현동,35500,84.8518,15,,41465,201707,2017-07-21
풍산아파트,상현동,28000,59.58,10,,41465,201707,2017-07-12
광교자이더클래스,상현동,60000,84.988,15,,41465,201707,2017-07-15
벽산블루밍,상현동,34000,84.96,6,,41465,201707,2017-07-06
성복역금호베스트빌,상현동,51500,151.11,9,,41465,201707,2017-07-25
성복역금호베스트빌,상현동,38000,84.789,4,,41465,201707,2017-07-14
성복역금호베스트빌,상현동,37700,84.789,8,,41465,201707,2017-07-01
상현마을금호베스트빌2단지,상현동,47500,175.193,5,,41465,201707,2017-07-08
만현마을9단지엘지자이,상현동,40000,109.7834,8,,41465,201707,2017-07-22
성복역금호베스트빌,상현동,37500,84.789,14,,41465,201707,2017-07-29
서원마을3단지아이파크,상현동,36500,84.9369,17,,41465,201707,2017-07-22
수지금호베스트빌TheEdu,상현동,38300,122.857,17,,41465,201707,2017-07-12
벽산블루밍,상현동,30000,59.955,3,,41465,201707,2017-07-08
풍산아파트,상현동,26600,59.58,12,,41465,201707,2017-07-25
만현마을쌍용1차,상현동,38000,143.44,8,,41465,201707,2017-07-01
만현마을9단지엘지자이,상현동,40000,109.7834,5,,41465,201707,2017-07-15
만현마을3단지성원쌍떼빌,상현동,33000,84.975,3,,41465,201707,2017-07-27
상현마을금호베스트빌3단지,상현동,37000,126.723,4,,41465,201707,2017-07-05
서원마을3단지아이파크,상현동,36200,84.9369,15,,41465,201707,2017-07-01
광교상떼빌파크뷰,상현동,41000,106.52,8,,41465,201707,2017-07-22
광교자이더클래스,상현동,50500,59.93,12,,41465,201707,2017-07-08
벽산블루밍,상현동,30000,59.955,5,,41465,201707,2017-07-26
만현마을쌍용1차,상현동,32250,84.8,14,,41465,201707,2017-07-21
만현마을5단지아이파크,상현동,38900,99.9125,14,,41465,201707,2017-07-08
광교경남아너스빌,상현동,55000,84.99,18,,41465,201707,2017-07-17
진산마을성원상떼빌아파트,상현동,35200,84.96,8,,41465,201707,2017-07-15
성복역리버파크,상현동,28000,59.76,8,,41465,201707,2017-07-08
만현마을쌍용1차,상현동,36500,84.8,6,,41465,201707,2017-07-17
성복역리버파크,상현동,32850,84.965,20,,41465,201707,2017-07-06
만현마을5단지아이파크,상현동,41000,99.9125,11,,41465,201707,2017-07-22
만현마을1단지롯데캐슬,상현동,44000,134.834,8,,41465,201707,2017-07-06
성복역리버파크,상현동,29000,59.76,5,,41465,201707,2017-07-18
성복역금호베스트빌,상현동,37500,84.789,15,,41465,201707,2017-07-05
성복역금호베스트빌,상현동,41000,101.995,13,,41465,201707,2017-07-04
벽산블루밍,상현동,31000,59.955,12,,41465,201707,2017-07-01
광교자이더클래스,상현동,63000,84.938,26,,41465,201707,2017-07-22
현대파인빌리지(205동),상현동,35000,151.29,3,,41465,201707,2017-07-15
광교자이더클래스,상현동,47800,59.902,1,,41465,201707,2017-07-01
광교자이더클래스,상현동,52900,59.902,18,,41465,201707,2017-07-31
서원마을3단지아이파크,상현동,37200,84.9369,15,,41465,201707,2017-07-08
벽산블루밍,상현동,29500,59.955,3,,41465,201707,2017-07-17
성복역아이파크,상현동,36000,84.9716,2,,41465,201707,2017-07-25
상현마을현대성우1차,상현동,41000,135.0699,7,,41465,201707,2017-07-01
만현마을1단지롯데캐슬,상현동,37500,84.946,19,,41465,201707,2017-07-26
진산마을성원상떼빌아파트,상현동,29000,59.99,20,,41465,201707,2017-07-29
성복역금호베스트빌,상현동,41000,101.995,7,,41465,201707,2017-07-12
성복역금호베스트빌,상현동,39000,101.995,19,,41465,201707,2017-07-21
광교경남아너스빌,상현동,57000,84.99,8,,41465,201707,2017-07-31
광교경남아너스빌,상현동,56300,84.828,20,,41465,201707,2017-07-28
광교경남아너스빌,상현동,56300,84.982,10,,41465,201707,2017-07-26
광교자이더클래스,상현동,62000,84.988,13,,41465,201707,2017-07-28
만현마을9단지엘지자이,상현동,35000,84.7831,10,,41465,201707,2017-07-22
성복역금호베스트빌,상현동,53000,177.79,7,,41465,201707,2017-07-08
성복역금호베스트빌,상현동,45600,125.582,16,,41465,201707,2017-07-06
광교자이더클래스,상현동,59700,84.987,22,,41465,201707,2017-07-05
상현마을금호베스트빌4단지,상현동,42800,174.951,12,,41465,201707,2017-07-08
상현마을현대성우3차,상현동,47000,138.747,1,,41465,201707,2017-07-03
광교자이더클래스,상현동,63000,84.938,18,,41465,201707,2017-07-26
심곡마을광교힐스테이트,상현동,55800,101.0939,17,,41465,201707,2017-07-17
심곡마을광교힐스테이트,상현동,61900,134.7183,8,,41465,201707,2017-07-17
광교마을46-1단지광교스타클래스,상현동,56000,122.276,3,,41465,201707,2017-07-09
광교쌍용포레듀엔(2-C),상현동,34000,84.849,11,,41465,201707,2017-07-21
광교자이더클래스,상현동,59900,84.988,4,,41465,201707,2017-07-20
만현마을9단지엘지자이,상현동,40200,109.7834,14,,41465,201707,2017-07-19
광교쌍용포레듀엔,상현동,45500,159.7529,8,,41465,201707,2017-07-20
