deal_ym,aptNm,umdNm,dealAmount_raw,dealYear,dealMonth,dealDay,excluUseAr_raw,floor_raw,buildYear_raw,cdealType,cdealDay,roadNm,price,area_m2,floor,buildYear,date
201701,동탄시범다은마을 월드메르디앙 반도유보라,반송동,"46,000",2017,1,10,84.65,24,2007,,,동탄중앙로,46000,84.65,24,2007,2017-01-10
201701,나루마을신도브래뉴,반송동,"41,000",2017,1,7,103.9466,9,2007,,,동탄반석로,41000,103.9466,9,2007,2017-01-07
201701,행복마을 참누리 에듀파크(114동-120동),기산동,"24,600",2017,1,10,84.914,3,2006,,,동탄지성로,24600,84.914,3,2006,2017-01-10
201701,삼성래미안1차,기산동,"23,000",2017,1,10,84.987,5,2003,,,동탄지성로,23000,84.987,5,2003,2017-01-10
201701,자연앤데시앙,능동,"32,600",2017,1,7,84.84,23,2008,,,동탄숲속로,32600,84.84,23,2008,2017-01-07
201701,동탄숲속마을자연앤경남아너스빌(1124-0),능동,"32,000",2017,1,9,84.51,24,2008,,,동탄숲속로,32000,84.51,24,2008,2017-01-09
201701,동탄플래티넘,반송동,"51,000",2017,1,3,123.57,32,2010,,,동탄지성로,51000,123.57,32,2010,2017-01-03
201702,동탄시범다은마을 월드메르디앙 반도유보라,반송동,"39,000",2017,2,4,76.78,4,2007,,,동탄중앙로,39000,76.78,4,2007,2017-02-04
201702,나루마을한화꿈에그린우림필유,반송동,"35,800",2017,2,27,84.96,1,2007,,,동탄반석로,35800,84.96,1,2007,2017-02-27
201702,신일유토빌,석우동,"41,800",2017,2,22,101.857,7,2008,,,동탄반석로,41800,101.857,7,2008,2017-02-22
201702,시범한빛마을삼부르네상스,반송동,"38,500",2017,2,17,84.768,19,2007,,,동탄반석로,38500,84.768,19,2007,2017-02-17
201702,시범한빛마을삼부르네상스,반송동,"37,000",2017,2,15,84.691,11,2007,,,동탄반석로,37000,84.691,11,2007,2017-02-15
201702,포스코더샵2차,능동,"36,500",2017,2,25,84.3079,25,2008,,,동탄공원로,36500,84.3079,25,2008,2017-02-25
201702,동탄시범다은마을센트럴파크뷰,반송동,"31,900",2017,2,28,79.84,5,2008,,,동탄공원로1길,31900,79.84,5,2008,2017-02-28
201702,푸른마을두산위브,능동,"32,000",2017,2,8,73.33,17,2007,,,동탄공원로,32000,73.33,17,2007,2017-02-08
201702,서동탄역우남퍼스트빌아파트,능동,"23,000",2017,2,24,84.2119,14,2003,,,10용사로,23000,84.2119,14,2003,2017-02-24
201702,나루마을월드메르디앙반도유보라,반송동,"42,000",2017,2,22,101.9599,6,2007,,,동탄나루로,42000,101.9599,6,2007,2017-02-22
201702,시범다은마을우남퍼스트빌,반송동,"40,800",2017,2,24,84.9743,10,2007,,,동탄중앙로,40800,84.9743,10,2007,2017-02-24
201702,푸른마을모아미래도,능동,"27,500",2017,2,11,59.039,18,2008,,,동탄공원로,27500,59.039,18,2008,2017-02-11
201702,서해더블루(106-7),반송동,"39,300",2017,2,28,108.1715,35,2010,,,동탄문화센터로,39300,108.1715,35,2010,2017-02-28
201702,나루마을한화꿈에그린,반송동,"41,500",2017,2,24,113.61,22,2007,,,동탄중앙로,41500,113.61,22,2007,2017-02-24
201702,시범한빛마을동탄아이파크,반송동,"44,000",2017,2,16,84.96,20,2007,,,동탄지성로,44000,84.96,20,2007,2017-02-16
201702,동탄숲속마을 모아미래도1단지,능동,"37,000",2017,2,4,84.96,5,2008,,,동탄숲속로,37000,84.96,5,2008,2017-02-04
201702,신동탄푸르지오,기산동,"23,400",2017,2,13,84.9259,9,2005,,,동탄지성로,23400,84.9259,9,2005,2017-02-13
201702,동탄숲속마을자연앤경남아너스빌(1115-0),능동,"32,900",2017,2,22,76.51,16,2008,,,동탄숲속로,32900,76.51,16,2008,2017-02-22
201702,롯데캐슬,석우동,"81,500",2017,2,22,176.29,25,2008,,,동탄반석로,81500,176.29,25,2008,2017-02-22
201702,동탄숲속마을 모아미래도1단지,능동,"28,900",2017,2,18,59.37,7,2008,,,동탄숲속로,28900,59.37,7,2008,2017-02-18
201702,솔빛마을서해그랑블,반송동,"50,400",2017,2,18,100.705,14,2007,,,동탄문화센터로,50400,100.705,14,2007,2017-02-18
201702,METAPOLIS,반송동,"60,000",2017,2,13,126.772,27,2010,,,동탄중앙로,60000,126.772,27,2010,2017-02-13
201702,동탄숲속마을자연앤경남아너스빌(1124-0),능동,"29,900",2017,2,1,76.51,12,2008,,,동탄숲속로,29900,76.51,12,2008,2017-02-01
201702,METAPOLIS,반송동,"66,000",2017,2,7,127.741,45,2010,,,동탄중앙로,66000,127.741,45,2010,2017-02-07
201702,동탄시범다은마을 월드메르디앙 반도유보라,반송동,"36,000",2017,2,6,59.07,22,2007,,,동탄중앙로,36000,59.07,22,2007,2017-02-06
201702,신동탄푸르지오,기산동,"21,800",2017,2,13,72.3185,4,2005,,,동탄지성로,21800,72.3185,4,2005,2017-02-13
201702,신동탄푸르지오,기산동,"23,300",2017,2,8,84.9259,10,2005,,,동탄지성로,23300,84.9259,10,2005,2017-02-08
201702,METAPOLIS,반송동,"52,800",2017,2,4,112.444,19,2010,,,동탄중앙로,52800,112.444,19,2010,2017-02-04
201702,시범다은마을우남퍼스트빌,반송동,"41,000",2017,2,27,84.4275,19,2007,,,동탄중앙로,41000,84.4275,19,2007,2017-02-27
201702,동탄숲속마을자연앤경남아너스빌(1115-0),능동,"33,000",2017,2,4,76.51,5,2008,,,동탄숲속로,33000,76.51,5,2008,2017-02-04
201702,시범한빛마을삼부르네상스,반송동,"39,200",2017,2,20,84.695,25,2007,,,동탄반석로,39200,84.695,25,2007,2017-02-20
201702,솔빛마을서해그랑블,반송동,"53,500",2017,2,2,124.332,15,2007,,,동탄문화센터로,53500,124.332,15,2007,2017-02-02
201702,서동탄역우남퍼스트빌아파트,능동,"23,780",2017,2,18,84.2119,16,2003,,,10용사로,23780,84.2119,16,2003,2017-02-18
201702,나루마을한화꿈에그린우림필유,반송동,"38,000",2017,2,18,84.96,23,2007,,,동탄반석로,38000,84.96,23,2007,2017-02-18
201702,나루마을월드메르디앙반도유보라,반송동,"51,500",2017,2,17,139.4524,10,2007,,,동탄나루로,51500,139.4524,10,2007,2017-02-17
201702,신동탄푸르지오,기산동,"23,400",2017,2,24,84.9259,11,2005,,,동탄지성로,23400,84.9259,11,2005,2017-02-24
201702,행복마을 참누리 에듀파크(101동-113동),기산동,"25,400",2017,2,4,84.914,7,2006,,,동탄지성로,25400,84.914,7,2006,2017-02-04
201702,동탄나루마을동탄역U.BORA여울숲1.0,반송동,"38,700",2017,2,15,84.6841,16,2007,,,동탄반석로,38700,84.6841,16,2007,2017-02-15
201702,시범다은마을삼성래미안,반송동,"47,000",2017,2,4,96.974,14,2007,,,메타폴리스로,47000,96.974,14,2007,2017-02-04
201702,신일유토빌,석우동,"46,000",2017,2,18,128.379,13,2008,,,동탄반석로,46000,128.379,13,2008,2017-02-18
201702,시범한빛마을동탄아이파크,반송동,"45,000",2017,2,7,84.96,12,2007,,,동탄지성로,45000,84.96,12,2007,2017-02-07
201702,우미린제일풍경채,석우동,"45,400",2017,2,11,112.961,31,2008,,,동탄반석로,45400,112.961,31,2008,2017-02-11
201702,우미린제일풍경채,석우동,"37,500",2017,2,3,75.8689,13,2008,,,동탄반석로,37500,75.8689,13,2008,2017-02-03
201702,신동탄푸르지오,기산동,"23,400",2017,2,10,84.9259,12,2005,,,동탄지성로,23400,84.9259,12,2005,2017-02-10
201702,솔빛마을서해그랑블,반송동,"53,700",2017,2,11,121.55,11,2007,,,동탄문화센터로,53700,121.55,11,2007,2017-02-11
201702,행복마을 참누리 에듀파크(101동-113동),기산동,"31,950",2017,2,3,119.452,12,2006,,,동탄지성로,31950,119.452,12,2006,2017-02-03
201702,행복마을 참누리 에듀파크(101동-113동),기산동,"24,850",2017,2,3,84.914,10,2006,,,동탄지성로,24850,84.914,10,2006,2017-02-03
201702,시범한빛마을동탄아이파크,반송동,"42,000",2017,2,15,84.961,21,2007,,,동탄지성로,42000,84.961,21,2007,2017-02-15
201702,서동탄역우남퍼스트빌아파트,능동,"24,200",2017,2,22,84.2119,11,2003,,,10용사로,24200,84.2119,11,2003,2017-02-22
201702,시범다은마을우남퍼스트빌,반송동,"39,000",2017,2,28,84.9743,20,2007,,,동탄중앙로,39000,84.9743,20,2007,2017-02-28
201702,서동탄역우남퍼스트빌아파트,능동,"26,100",2017,2,27,84.2119,13,2002,,,10용사로,26100,84.2119,13,2002,2017-02-27
201702,서동탄역우남퍼스트빌아파트,능동,"24,000",2017,2,4,84.2119,5,2002,,,10용사로,24000,84.2119,5,2002,2017-02-04
201702,나루마을신도브래뉴,반송동,"46,000",2017,2,4,96.4338,12,2007,,,동탄반석로,46000,96.4338,12,2007,2017-02-04
201702,동탄시범다은마을 월드메르디앙 반도유보라,반송동,"35,700",2017,2,18,59.07,20,2007,,,동탄중앙로,35700,59.07,20,2007,2017-02-18
201702,동탄시범다은마을 월드메르디앙 반도유보라,반송동,"35,900",2017,2,11,59.07,14,2007,,,동탄중앙로,35900,59.07,14,2007,2017-02-11
201702,시범다은마을우남퍼스트빌,반송동,"40,000",2017,2,1,84.9743,13,2007,,,동탄중앙로,40000,84.9743,13,2007,2017-02-01
201702,롯데캐슬,석우동,"51,800",2017,2,7,129.93,12,2008,,,동탄반석로,51800,129.93,12,2008,2017-02-07
201702,솔빛마을경남아너스빌,반송동,"50,700",2017,2,3,128.4145,17,2007,,,동탄반석로,50700,128.4145,17,2007,2017-02-03
201702,시범한빛마을한화꿈에그린,반송동,"38,000",2017,2,10,84.73,1,2007,,,동탄시범한빛길,38000,84.73,1,2007,2017-02-10
201702,시범한빛마을케이씨씨스위첸,반송동,"36,000",2017,2,22,84.7862,19,2007,,,동탄시범한빛길,36000,84.7862,19,2007,2017-02-22
201702,포스코더샵2차,능동,"37,400",2017,2,22,84.0255,24,2008,,,동탄공원로,37400,84.0255,24,2008,2017-02-22
201702,동탄숲속마을 능동역 리체 더 포레스트,능동,"43,500",2017,2,10,132.9526,16,2008,,,동탄숲속로,43500,132.9526,16,2008,2017-02-10
201702,자연앤데시앙,능동,"29,400",2017,2,20,74.6,9,2008,,,동탄숲속로,29400,74.6,9,2008,2017-02-20
201702,동탄숲속마을 모아미래도1단지,능동,"29,000",2017,2,21,59.37,7,2008,,,동탄숲속로,29000,59.37,7,2008,2017-02-21
201702,동탄숲속마을 모아미래도1단지,능동,"26,700",2017,2,11,59.37,2,2008,,,동탄숲속로,26700,59.37,2,2008,2017-02-11
201702,시범다은마을우남퍼스트빌,반송동,"35,500",2017,2,14,67.0661,6,2007,,,동탄중앙로,35500,67.0661,6,2007,2017-02-14
201702,솔빛마을경남아너스빌,반송동,"47,500",2017,2,9,103.3947,10,2007,,,동탄반석로,47500,103.3947,10,2007,2017-02-09
201702,시범한빛마을금호어울림,반송동,"38,500",2017,2,4,84.54,7,2007,,,동탄중앙로,38500,84.54,7,2007,2017-02-04
201702,솔빛마을쌍용예가,반송동,"33,000",2017,2,25,78.7193,1,2007,,,동탄반석로,33000,78.7193,1,2007,2017-02-25
201702,서해더블루(106-7),반송동,"42,000",2017,2,4,110.4445,20,2010,,,동탄문화센터로,42000,110.4445,20,2010,2017-02-04
201702,나루마을신도브래뉴,반송동,"44,000",2017,2,18,96.4338,10,2007,,,동탄반석로,44000,96.4338,10,2007,2017-02-18
201702,시범한빛마을한화꿈에그린,반송동,"40,000",2017,2,11,84.8,12,2007,,,동탄시범한빛길,40000,84.8,12,2007,2017-02-11
201702,시범한빛마을케이씨씨스위첸,반송동,"35,500",2017,2,27,84.6517,5,2007,,,동탄시범한빛길,35500,84.6517,5,2007,2017-02-27
201702,신동탄푸르지오,기산동,"22,900",2017,2,11,84.9259,7,2005,,,동탄지성로,22900,84.9259,7,2005,2017-02-11
201702,나루마을한화꿈에그린우림필유,반송동,"37,500",2017,2,4,84.96,4,2007,,,동탄반석로,37500,84.96,4,2007,2017-02-04
201702,동탄위버폴리스,반송동,"40,000",2017,2,28,121.5352,18,2009,,,동탄지성로,40000,121.5352,18,2009,2017-02-28
201702,롯데캐슬,석우동,"44,500",2017,2,18,111.04,8,2008,,,동탄반석로,44500,111.04,8,2008,2017-02-18
201702,우미린제일풍경채,석우동,"36,000",2017,2,15,76.4593,11,2008,,,동탄반석로,36000,76.4593,11,2008,2017-02-15
201702,METAPOLIS,반송동,"65,000",2017,2,7,112.444,55,2010,,,동탄중앙로,65000,112.444,55,2010,2017-02-07
201702,솔빛마을서해그랑블,반송동,"50,000",2017,2,14,124.332,13,2007,,,동탄문화센터로,50000,124.332,13,2007,2017-02-14
201702,서동탄역우남퍼스트빌아파트,능동,"24,450",2017,2,3,84.2119,14,2003,,,10용사로,24450,84.2119,14,2003,2017-02-03
201702,동탄숲속마을 모아미래도1단지,능동,"29,700",2017,2,11,59.37,5,2008,,,동탄숲속로,29700,59.37,5,2008,2017-02-11
201702,센트럴S타운,반송동,"8,900",2017,2,14,19.29,9,2008,,,메타폴리스로,8900,19.29,9,2008,2017-02-14
201702,행복마을 참누리 에듀파크(101동-113동),기산동,"23,000",2017,2,8,84.914,2,2006,,,동탄지성로,23000,84.914,2,2006,2017-02-08
201702,동탄숲속마을 능동역 리체 더 포레스트,능동,"35,000",2017,2,6,110.1671,20,2008,,,동탄숲속로,35000,110.1671,20,2008,2017-02-06
201702,동탄숲속마을 능동역 리체 더 포레스트,능동,"32,100",2017,2,18,110.4018,2,2008,,,동탄숲속로,32100,110.4018,2,2008,2017-02-18
201702,롯데캐슬,석우동,"38,950",2017,2,11,87.64,9,2008,,,동탄반석로,38950,87.64,9,2008,2017-02-11
201702,신동탄푸르지오,기산동,"23,000",2017,2,17,84.9259,4,2005,,,동탄지성로,23000,84.9259,4,2005,2017-02-17
201702,롯데캐슬,석우동,"48,000",2017,2,15,111.04,15,2008,,,동탄반석로,48000,111.04,15,2008,2017-02-15
201702,신동탄푸르지오,기산동,"20,500",2017,2,2,72.3185,1,2005,,,동탄지성로,20500,72.3185,1,2005,2017-02-02
201702,푸른마을두산위브,능동,"33,500",2017,2,7,72.68,28,2007,,,동탄공원로,33500,72.68,28,2007,2017-02-07
201702,동탄푸른마을신일해피트리,능동,"30,000",2017,2,10,84.88,12,2008,,,동탄공원로,30000,84.88,12,2008,2017-02-10
201702,솔빛마을서해그랑블,반송동,"52,150",2017,2,6,121.55,17,2007,,,동탄문화센터로,52150,121.55,17,2007,2017-02-06
201702,나루마을월드메르디앙반도유보라,반송동,"51,000",2017,2,3,139.4524,22,2007,,,동탄나루로,51000,139.4524,22,2007,2017-02-03
201702,동탄시범다은마을 월드메르디앙 반도유보라,반송동,"35,500",2017,2,7,59.07,5,2007,,,동탄중앙로,35500,59.07,5,2007,2017-02-07
201702,동탄시범다은마을 월드메르디앙 반도유보라,반송동,"36,100",2017,2,4,59.07,14,2007,,,동탄중앙로,36100,59.07,14,2007,2017-02-04
201702,동탄시범다은마을 월드메르디앙 반도유보라,반송동,"46,300",2017,2,11,84.65,8,2007,,,동탄중앙로,46300,84.65,8,2007,2017-02-11
201702,신일유토빌,석우동,"41,800",2017,2,1,101.857,24,2008,,,동탄반석로,41800,101.857,24,2008,2017-02-01
201702,동탄숲속마을 모아미래도1단지,능동,"29,400",2017,2,2,59.37,11,2008,,,동탄숲속로,29400,59.37,11,2008,2017-02-02
201702,삼성래미안1차,기산동,"21,500",2017,2,1,84.987,1,2003,,,동탄지성로,21500,84.987,1,2003,2017-02-01
201702,신동탄푸르지오,기산동,"22,800",2017,2,3,84.9259,7,2005,,,동탄지성로,22800,84.9259,7,2005,2017-02-03
201702,신동탄푸르지오,기산동,"26,400",2017,2,1,101.8619,13,2005,,,동탄지성로,26400,101.8619,13,2005,2017-02-01
201703,행복마을 참누리 에듀파크(101동-113동),기산동,"25,900",2017,3,6,84.914,8,2006,,,동탄지성로,25900,84.914,8,2006,2017-03-06
201703,솔빛마을쌍용예가,반송동,"39,000",2017,3,1,84.9794,10,2007,,,동탄반석로,39000,84.9794,10,2007,2017-03-01
201703,푸른마을모아미래도,능동,"25,700",2017,3,30,59.039,6,2008,,,동탄공원로,25700,59.039,6,2008,2017-03-30
201703,동탄숲속마을 모아미래도1단지,능동,"28,000",2017,3,23,59.37,11,2008,,,동탄숲속로,28000,59.37,11,2008,2017-03-23
