deal_ym,aptNm,umdNm,dealAmount_raw,dealYear,dealMonth,dealDay,excluUseAr_raw,floor_raw,buildYear_raw,cdealType,cdealDay,roadNm,price,area_m2,floor,buildYear,date
201705,동탄역 시범우남퍼스트빌아파트,청계동,"52,500",2017,5,27,84.98,8,2015,,,동탄대로시범길,52500,84.98,8,2015,2017-05-27
201705,동탄역이지더원,영천동,"32,700",2017,5,15,59.9792,13,2015,,,동탄순환대로28길,32700,59.9792,13,2015,2017-05-15
201705,동탄역이지더원,영천동,"32,500",2017,5,13,59.9792,13,2015,,,동탄순환대로28길,32500,59.9792,13,2015,2017-05-13
201705,동탄역 신미주,오산동,"29,750",2017,5,25,84.896,15,2005,,,동탄감배산로,29750,84.896,15,2005,2017-05-25
201705,동탄역모아미래도,청계동,"42,000",2017,5,13,84.9558,23,2015,,,동탄청계로,42000,84.9558,23,2015,2017-05-13
201705,동탄역 시범우남퍼스트빌아파트,청계동,"43,400",2017,5,26,59.98,24,2015,,,동탄대로시범길,43400,59.98,24,2015,2017-05-26
201705,동탄역 시범우남퍼스트빌아파트,청계동,"44,400",2017,5,21,59.95,10,2015,,,동탄대로시범길,44400,59.95,10,2015,2017-05-21
201705,동탄역시범예미지아파트,청계동,"48,000",2017,5,26,84.8,11,2015,,,동탄대로시범길,48000,84.8,11,2015,2017-05-26
201705,동탄역신안인스빌리베라1차,청계동,"49,200",2017,5,20,101.9997,4,2015,,,동탄순환대로21길,49200,101.9997,4,2015,2017-05-20
201705,동탄역모아미래도,청계동,"43,000",2017,5,30,84.9982,15,2015,,,동탄청계로,43000,84.9982,15,2015,2017-05-30
201705,동탄역센트럴푸르지오,청계동,"31,500",2017,5,30,59.3401,1,2015,,,동탄순환대로21길,31500,59.3401,1,2015,2017-05-30
201705,동탄역 신미주,오산동,"29,300",2017,5,30,84.896,15,2005,,,동탄감배산로,29300,84.896,15,2005,2017-05-30
201705,동탄역시범반도유보라아이비파크1.0,청계동,"48,500",2017,5,21,84.9885,8,2015,,,동탄대로시범길,48500,84.9885,8,2015,2017-05-21
201705,동탄역 시범우남퍼스트빌아파트,청계동,"42,500",2017,5,13,59.99,13,2015,,,동탄대로시범길,42500,59.99,13,2015,2017-05-13
201705,롯데캐슬 알바트로스,청계동,"52,800",2017,5,18,101.9959,20,2015,,,동탄순환대로21길,52800,101.9959,20,2015,2017-05-18
201705,동탄역모아미래도,청계동,"43,500",2017,5,1,84.9982,20,2015,,,동탄청계로,43500,84.9982,20,2015,2017-05-01
201705,동탄역 시범우남퍼스트빌아파트,청계동,"46,500",2017,5,27,69.98,12,2015,,,동탄대로시범길,46500,69.98,12,2015,2017-05-27
201705,동탄역센트럴푸르지오,청계동,"45,000",2017,5,29,84.9834,4,2015,,,동탄순환대로21길,45000,84.9834,4,2015,2017-05-29
201705,KCC스위첸아파트,청계동,"42,300",2017,5,8,84.01,11,2015,,,동탄청계로,42300,84.01,11,2015,2017-05-08
201705,동탄역이지더원,영천동,"31,450",2017,5,20,59.9792,15,2015,,,동탄순환대로28길,31450,59.9792,15,2015,2017-05-20
